 Lines =  lines of LLVM IR generated across all instantiations of the function
 Copies = Number of instantiations of the function (and the percentage of the total). For a generic function
 Function name = Name of function

  Lines         Copies       Function name
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::delay::Delay<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::fadein::FadeIn<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::pausable::Pausable<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::samples_converter::SamplesConverter<rodio::source::periodic::PeriodicAccess<rodio::source::stoppable::Stoppable<rodio::source::amplify::Amplify<rodio::source::paus
 able::Pausable<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::Bstrea
 mStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>>>,rodio::sink::Sink::append<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>::{{closure}}>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::speed::Speed<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::stoppable::Stoppable<rodio::source::amplify::Amplify<rodio::source::pausable::Pausable<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::take::TakeDuration<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::Take<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::Take<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::Take<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::Take<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::UniformSourceIterator<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::UniformSourceIterator<rodio::source::amplify::Amplify<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::UniformSourceIterator<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::uniform::UniformSourceIterator<rodio::source::delay::Delay<rodio::source::amplify::Amplify<rodio::source::buffered::Buffered<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>,f32>>
       7 (0.0%)     1 (0.1%)  core::ptr::non_null::NonNull<T>::as_ref
       7 (0.0%)     1 (0.1%)  core::time::Duration::subsec_millis
       7 (0.0%)     1 (0.1%)  fabled_audio::source::ambisonic_output::AmbisonicOutput::get_global_volume
       7 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::pause
       7 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::resume
       7 (0.0%)     1 (0.1%)  fabled_audio::source::spatial_source::SpatialAmbisonicSource::stop
       7 (0.0%)     1 (0.1%)  rodio::spatial_sink::SpatialSink::volume
       7 (0.0%)     1 (0.1%)  std::sys::windows::locks::mutex::raw
       7 (0.0%)     1 (0.1%)  std::sys_common::mutex::MovableMutex::raw_lock
       7 (0.0%)     1 (0.1%)  std::sys_common::mutex::MovableMutex::raw_unlock
       6 (0.0%)     1 (0.1%)  <ambisonic::bmixer::BstreamMixer as rodio::source::Source>::total_duration
       6 (0.0%)     1 (0.1%)  <fabled_audio::clip::audio_clip::AudioClip<D> as rodio::source::Source>::channels
       6 (0.0%)     1 (0.1%)  <fabled_audio::clip::audio_clip::AudioClip<D> as rodio::source::Source>::sample_rate
       6 (0.0%)     1 (0.1%)  <rodio::source::repeat::Repeat<I> as rodio::source::Source>::total_duration
       6 (0.0%)     1 (0.1%)  alloc::sync::Arc<T>::inner
       6 (0.0%)     1 (0.1%)  alloc::vec::Vec<T,A>::len
       6 (0.0%)     1 (0.1%)  alloc::vec::Vec<T>::with_capacity
       6 (0.0%)     1 (0.1%)  core::alloc::layout::Layout::size
       6 (0.0%)     1 (0.1%)  core::mem::zeroed
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<<alloc::vec::into_iter::IntoIter<T,A> as core::ops::drop::Drop>::drop::DropGuard<cpal::platform::platform_impl::HostId,alloc::alloc::Global>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::raw_vec::RawVec<fabled_audio::config::output_config::OutputConfig>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::sync::Arc<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::sync::Arc<std::sync::mutex::Mutex<rodio::spatial_sink::SoundPositions>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::sync::Weak<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::sync::Weak<std::sync::mutex::Mutex<rodio::spatial_sink::SoundPositions>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<alloc::vec::into_iter::IntoIter<cpal::platform::platform_impl::HostId>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::cell::UnsafeCell<alloc::sync::Arc<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<core::cell::UnsafeCell<core::option::Option<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::sink::Sink::append<rodio::source::periodic::PeriodicAccess<rodio::source::spatial::Spatial<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>,rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>>::{{closure}}>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{{closure}}>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::mutex::MutexGuard<alloc::sync::Arc<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::mutex::MutexGuard<core::option::Option<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::poison::PoisonError<std::sync::mutex::MutexGuard<alloc::sync::Arc<rodio::source::buffered::Frame<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>>
       6 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<std::sync::poison::PoisonError<std::sync::mutex::MutexGuard<core::option::Option<alloc::boxed::Box<dyn rodio::source::Source+Item = f32+core::marker::Send>>>>>
       6 (0.0%)     1 (0.1%)  core::time::Duration::as_secs
       6 (0.0%)     1 (0.1%)  core::time::Duration::subsec_nanos
       6 (0.0%)     1 (0.1%)  rodio::source::stoppable::Stoppable<I>::stop
       5 (0.0%)     1 (0.1%)  <T as core::convert::From<T>>::from
       5 (0.0%)     1 (0.1%)  <core::mem::manually_drop::ManuallyDrop<T> as core::ops::deref::DerefMut>::deref_mut
       5 (0.0%)     1 (0.1%)  <core::option::Option<T> as core::ops::try_trait::FromResidual>::from_residual
       5 (0.0%)     1 (0.1%)  <fabled_audio::container::fade_filter::FadeFilter as core::default::Default>::default
       5 (0.0%)     1 (0.1%)  alloc::raw_vec::RawVec<T,A>::allocator
       5 (0.0%)     1 (0.1%)  core::convert::num::<impl core::convert::From<u16> for usize>::from
       5 (0.0%)     1 (0.1%)  core::f32::<impl f32>::is_nan
       5 (0.0%)     1 (0.1%)  core::ptr::const_ptr::<impl *const T>::addr
       5 (0.0%)     1 (0.1%)  core::ptr::mut_ptr::<impl *mut T>::cast
       5 (0.0%)     1 (0.1%)  core::ptr::unique::Unique<T>::dangling
       5 (0.0%)     1 (0.1%)  rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{closure#0}]>>"* @"_ZN5rodio6source7amplify16Amplify$LT$I$GT$9inner_mut17h3415d86beb72c87aE
       5 (0.0%)     1 (0.1%)  rodio::spatial_sink::SpatialSink::append<ambisonic::renderer::BstreamStereoRenderer<ambisonic::bmixer::BstreamMixer>>::{closure#0}]>>>"* @"_ZN5rodio6source9stoppable18Stoppable$LT$I$GT$9inner_mut17h59c07c7793ed67fcE
       4 (0.0%)     1 (0.1%)  <ambisonic::renderer::BstreamStereoRenderer<I> as rodio::source::Source>::channels
       4 (0.0%)     1 (0.1%)  <fabled_audio::container::sample_format::SampleFormat as core::default::Default>::default
       4 (0.0%)     1 (0.1%)  core::num::nonzero::NonZeroUsize::get
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&[f32; 3]>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&claxon::error::Error>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&cpal::error::BuildStreamError>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&cpal::error::PlayStreamError>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&f32>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&fabled_audio::container::sample_format::SampleFormat>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&fabled_audio::container::supported_buffer::SupportedBufferSize>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&hound::Error>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&lewton::VorbisError>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&minimp3::error::Error>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&rodio::decoder::DecoderError>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&std::io::error::Error>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&u16>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<&u32>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::source::zero::Zero<f32>>
       4 (0.0%)     1 (0.1%)  core::ptr::drop_in_place<rodio::stream::PlayError>
       4 (0.0%)     1 (0.1%)  fabled_audio::codecs::decode::FlacReaderOptions::inner
       4 (0.0%)     1 (0.1%)  std::panicking::panicking
       3 (0.0%)     3 (0.3%)  core::mem::size_of
       3 (0.0%)     1 (0.1%)  core::ptr::null_mut
       3 (0.0%)     1 (0.1%)  std::thread::panicking
       2 (0.0%)     1 (0.1%)  <fabled_audio::config::input_config::InputConfig as core::default::Default>::default
       2 (0.0%)     1 (0.1%)  fabled_audio::config::input_config::InputConfig::retrieve_from_devices
       2 (0.0%)     1 (0.1%)  fabled_audio::config::input_config::InputConfig::retrieve_from_host
       2 (0.0%)     1 (0.1%)  fabled_audio::config::output_config::OutputConfig::retrieve_from_devices
       1 (0.0%)     1 (0.1%)  <f32 as rodio::conversions::sample::Sample>::zero_value
       1 (0.0%)     1 (0.1%)  <u16 as core::default::Default>::default
       1 (0.0%)     1 (0.1%)  <u32 as core::default::Default>::default
       1 (0.0%)     1 (0.1%)  core::hint::unreachable_unchecked
       1 (0.0%)     1 (0.1%)  core::mem::align_of
